0.0624236 0.0536839 0.0271536
0.053588 0.0636046 0.0296649
0.0230319 0.0371409 0.0101365
0.0436876 0.051345 0.0169454
0.0446997 0.0621613 0.0270309
0.0430314 0.0682868 0.0263567
0.0474488 0.0642524 0.0259074
0.06028 0.0565641 0.0277487
0.0763886 0.0523594 0.0253123
0.0573043 0.078561 0.0379101
0.00669997 0.0383344 0.00441396
0.0079876 0.0551841 0.00820761
0.0180956 0.0320734 0.0063909
0.00752027 0.0648427 0.0101482
0.00963333 0.0624885 0.0122446
0.011651 0.0471801 0.00804066
0.0071385 0.0301491 0.00348465
0.00821793 0.0319888 0.00436197
0.0103809 0.0478517 0.00749056
0.00993072 0.0255125 0.00254773
0.0120601 0.043441 0.0106311
0.0137433 0.0228689 0.00289373
0.00667829 0.0340756 0.00426777
0.00198723 0.017751 0.00134796
0.0110068 0.0412553 0.00541855
0.0075184 0.0286728 0.00410509
0.0114217 0.02743 0.00376548
0.0146305 0.0487334 0.00985887
0.00980875 0.0299587 0.00420438
0.0157451 0.0271459 0.00422125
0.00850364 0.0214478 0.00203454
0.0114098 0.0477467 0.00790779
0.00488209 0.0338398 0.003202
0.0132686 0.061909 0.0103323
0.00771631 0.0597369 0.00798529
0.0111422 0.0522572 0.009194
0.000778373 0.0425125 0.00139859
0.00600853 0.0425306 0.00556636
0.00919458 0.0606707 0.011491
0.0100519 0.10634 0.0204767
0.0134088 0.0532273 0.0120377
0.0134263 0.0479983 0.0131761
0.0143523 0.0435959 0.0113203
0.0104991 0.06724 0.0117934
0.0143414 0.0333019 0.00666014
0.023287 0.0665849 0.019625
0.0117837 0.0580309 0.00941966
0.00919736 0.0471113 0.00548642
0.0157709 0.0320296 0.00731067
0.0223026 0.0379461 0.0083301
0.0129652 0.0395433 0.00708597
0.00899758 0.0296935 0.00388241
0.00522591 0.0177578 0.00186695
0.0189758 0.0542442 0.0129264
0.0117871 0.0301325 0.00502505
0.0255252 0.0406274 0.0113427
0.0205904 0.0274972 0.00604157
0.0192964 0.0377852 0.00799738
0.0293553 0.0367048 0.0107277
0.0235497 0.026305 0.00680348
0.0216071 0.0214901 0.0053912
0.012934 0.024324 0.00472939
0.0183851 0.051232 0.011703
0.0197119 0.0291662 0.00643929
0.00782723 0.030066 0.00339093
0.0161114 0.019358 0.00240207
0.0200942 0.0495388 0.00912903
0.0043054 0.0177011 0.00127379
0.00858134 0.0251528 0.00235896
0.00980749 0.0305813 0.00299578
0.023662 0.0474173 0.0107068
0.017954 0.0302927 0.00557448
0.0269283 0.0411941 0.00963811
0.0106453 0.0349172 0.00504166
0.00973656 0.0356206 0.00553722
0.035196 0.0569293 0.0154838
0.0192575 0.0332936 0.00594983
0.0189341 0.0439684 0.00729831
0.00297013 0.0249987 0.00180859
0.0148905 0.0229165 0.00339121
0.02564 0.0447262 0.0126544
0.0314767 0.0506056 0.0143743
0.0301039 0.0531019 0.0153186
0.0190028 0.0298174 0.00613734
0.0360941 0.0465583 0.0132767
0.0202383 0.0346883 0.006822
0.0196089 0.0391867 0.00922197
0.0145408 0.0370546 0.0059107
0.0260357 0.0330707 0.00818199
0.0132312 0.0262854 0.00416787
0.0241259 0.0495721 0.0109244
0.00977979 0.0324081 0.00450088
0.0320598 0.0606956 0.0180414
0.010317 0.0341179 0.00384255
0.0457985 0.0315521 0.00953208
0.0356969 0.0337779 0.00846164
0.051049 0.0487977 0.0142803
0.0262959 0.0336562 0.00763734
0.0347589 0.0309024 0.00664961
0.0529871 0.0541944 0.0194732
